# WX font language scan cache v2 (tab-separated). Regenerated by bridge “Rescan fonts”.
.Damascus PUA Semi Bold	/System/Library/Fonts/Supplemental/Damascus.ttc	
.DecoType Naskh PUA	/System/Library/Fonts/Supplemental/DecoTypeNaskh.ttc	Arabic
.DecoType Nastaleeq Urdu UI	/System/Library/Fonts/DecoTypeNastaleeqUrdu.ttc	Arabic
.DecoType Nastaleeq Urdu UI Bold	/System/Library/Fonts/DecoTypeNastaleeqUrdu.ttc	Arabic
.Diwan Kufi PUA	/System/Library/Fonts/Supplemental/Diwan Kufi.ttc	
.Farah PUA	/System/Library/Fonts/Supplemental/Farah.ttc	
.Geeza Pro Interface Bold	/System/Library/Fonts/GeezaPro.ttc	
.Geeza Pro Interface Light	/System/Library/Fonts/GeezaPro.ttc	
.Geeza Pro Interface Regular	/System/Library/Fonts/GeezaPro.ttc	
.Geeza Pro PUA	/System/Library/Fonts/GeezaPro.ttc	
.Geeza Pro PUA Bold	/System/Library/Fonts/GeezaPro.ttc	
.Helvetica LT MM	/System/Library/Fonts/HelveLTMM	
.Hiragino Kaku Gothic Interface W0	/System/Library/Fonts/ヒラギノ角ゴシック W0.ttc	
.Hiragino Kaku Gothic Interface W1	/System/Library/Fonts/ヒラギノ角ゴシック W1.ttc	
.Hiragino Kaku Gothic Interface W2	/System/Library/Fonts/ヒラギノ角ゴシック W2.ttc	
.Hiragino Kaku Gothic Interface W3	/System/Library/Fonts/ヒラギノ角ゴシック W3.ttc	
.Hiragino Kaku Gothic Interface W4	/System/Library/Fonts/ヒラギノ角ゴシック W4.ttc	
.Hiragino Kaku Gothic Interface W5	/System/Library/Fonts/ヒラギノ角ゴシック W5.ttc	
.Hiragino Kaku Gothic Interface W6	/System/Library/Fonts/ヒラギノ角ゴシック W6.ttc	
.Hiragino Kaku Gothic Interface W7	/System/Library/Fonts/ヒラギノ角ゴシック W7.ttc	
.Hiragino Kaku Gothic Interface W8	/System/Library/Fonts/ヒラギノ角ゴシック W8.ttc	
.Hiragino Kaku Gothic Interface W9	/System/Library/Fonts/ヒラギノ角ゴシック W9.ttc	
.Hiragino Sans GB Interface W3	/System/Library/Fonts/Hiragino Sans GB.ttc	
.Hiragino Sans GB Interface W6	/System/Library/Fonts/Hiragino Sans GB.ttc	
.Keyboard	/System/Library/Fonts/Keyboard.ttf	CJKEnclosure, HanEnc, HangulSyl, Korean, Latin
.KufiStandardGK PUA	/System/Library/Fonts/Supplemental/KufiStandardGK.ttc	
.LastResort	/System/Library/Fonts/LastResort.otf	
.Lucida Grande UI Bold	/System/Library/Fonts/LucidaGrande.ttc	
.Lucida Grande UI Regular	/System/Library/Fonts/LucidaGrande.ttc	
.Muna PUA	/System/Library/Fonts/Supplemental/Muna.ttc	
.Muna PUA Black	/System/Library/Fonts/Supplemental/Muna.ttc	
.Muna PUA Bold	/System/Library/Fonts/Supplemental/Muna.ttc	
.Nadeem PUA	/System/Library/Fonts/Supplemental/Nadeem.ttc	
.New York Black	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
.New York Black Italic	/System/Library/Fonts/NewYorkItalic.ttf	Bopomofo, Cyrillic, Greek, HangulSyl, Japanese, Katakana, Korean, Latin
.New York Bold	/System/Library/Fonts/NewYork.ttf	Bopomofo, HangulSyl, Japanese, Katakana, Korean
